Experience,Rating,Profile,Fees,city,and,bams,bds,bhms,ddv,ddvl,dnb,ent,in,mbbs,md,mds,ms,of,oral,phd,post
5,0,Homeopath,200,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,General Medicine,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,0,General Medicine,200,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,General Medicine,100,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,10,Dermatologists,500,Bangalore,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18,10,Dentist,100,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,Homeopath,250,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,10,Dermatologists,600,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,10,Dermatologists,600,Chennai,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39,0,Ayurveda,100,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,Ayurveda,300,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,ENT Specialist,100,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,0,General Medicine,400,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,Ayurveda,200,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,10,General Medicine,300,Delhi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,10,General Medicine,500,Delhi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,Dentist,200,Hyderabad,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10,10,Dermatologists,200,Ernakulam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,0,Ayurveda,300,Delhi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,Dentist,200,Thiruvananthapuram,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
15,0,Ayurveda,70,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,ENT Specialist,900,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13,0,Ayurveda,200,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,Homeopath,400,Delhi,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,0,ENT Specialist,50,Chennai,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
41,0,General Medicine,700,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,General Medicine,350,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,10,Dentist,200,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0,ENT Specialist,300,Delhi,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
39,0,General Medicine,50,Coimbatore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,ENT Specialist,400,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,10,General Medicine,500,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
40,0,General Medicine,180,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,10,Dentist,400,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,0,Dermatologists,500,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,10,Dentist,100,Mumbai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,0,General Medicine,300,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,10,General Medicine,200,Hyderabad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,10,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,10,General Medicine,650,Bangalore,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13,10,Dentist,300,Mumbai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,Dentist,250,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,Homeopath,100,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,Homeopath,200,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,General Medicine,500,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,General Medicine,350,Delhi,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
22,10,Dentist,100,Mumbai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22,0,Dentist,50,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Homeopath,300,Chennai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,10,Dermatologists,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,Dentist,250,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0,General Medicine,60,Coimbatore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,0,General Medicine,350,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0,General Medicine,500,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,Ayurveda,300,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,ENT Specialist,700,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,Ayurveda,300,Delhi,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,10,Dermatologists,100,Mumbai,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23,10,General Medicine,750,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,0,General Medicine,50,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,10,General Medicine,500,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,ENT Specialist,250,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,10,Dentist,500,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,0,ENT Specialist,500,Hyderabad,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14,9,ENT Specialist,220,Chennai,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,Homeopath,200,Chennai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,Homeopath,300,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,0,Homeopath,450,Chennai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,Dentist,200,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,Homeopath,200,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,ENT Specialist,200,Bangalore,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
16,10,Dentist,150,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Dermatologists,200,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,10,Dentist,500,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,7,Homeopath,800,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,General Medicine,900,Delhi,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10,0,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,10,Dentist,500,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,9,General Medicine,400,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,Dermatologists,350,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,Dermatologists,400,Bangalore,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13,10,Dermatologists,500,Chennai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,10,Homeopath,300,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,Dentist,500,Mumbai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,10,Dermatologists,500,Hyderabad,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,0,Ayurveda,100,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,Ayurveda,200,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,8,ENT Specialist,700,Mumbai,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11,0,Dentist,150,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,10,Homeopath,800,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,General Medicine,100,Bangalore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,10,Dermatologists,100,Mumbai,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,0,Dermatologists,800,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,0,ENT Specialist,200,Bangalore,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,10,Dermatologists,500,Bangalore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,10,Dentist,100,Mumbai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,ENT Specialist,70,Chennai,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13,0,ENT Specialist,300,Delhi,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26,0,General Medicine,500,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0,Dentist,50,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,Homeopath,300,Delhi,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,General Medicine,350,Chennai,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
53,0,General Medicine,250,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,10,General Medicine,500,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,0,Homeopath,200,Delhi,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,0,General Medicine,100,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,10,Dentist,200,Chennai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,0,Homeopath,100,Ernakulam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,10,ENT Specialist,300,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,10,Dentist,100,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,0,Ayurveda,100,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,0,ENT Specialist,100,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0,Ayurveda,150,Thiruvananthapuram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,Ayurveda,200,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,Dermatologists,100,Delhi,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
39,0,General Medicine,200,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,0,Ayurveda,400,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,Homeopath,350,Chennai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,Dentist,250,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,Ayurveda,100,Chennai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,General Medicine,300,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0,Ayurveda,200,Mumbai,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,Homeopath,400,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8,ENT Specialist,700,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22,10,Dermatologists,500,Chennai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,0,Dentist,250,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,ENT Specialist,300,Delhi,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2,0,Ayurveda,100,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,Ayurveda,200,Chennai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,General Medicine,80,Thiruvananthapuram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,9,General Medicine,350,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,Dermatologists,500,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,10,Homeopath,200,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24,0,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Dermatologists,600,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,10,Dentist,200,Delhi,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,10,Dentist,900,Delhi,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
17,10,Dermatologists,500,Delhi,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9,0,Dentist,100,Chennai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11,10,Dermatologists,300,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,10,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,8,Dermatologists,500,Delhi,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18,10,Dermatologists,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,Dermatologists,300,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0,ENT Specialist,700,Chennai,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14,0,Dermatologists,500,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,Dentist,300,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,Dentist,100,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,General Medicine,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,10,General Medicine,300,Delhi,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11,10,Ayurveda,400,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,Ayurveda,150,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10,Dermatologists,500,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,10,Ayurveda,200,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,Homeopath,400,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,Dentist,100,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,Ayurveda,500,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,10,Dentist,500,Delhi,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
15,10,Dermatologists,500,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,10,Dentist,200,Chennai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11,10,Dermatologists,750,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,0,General Medicine,600,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,0,General Medicine,300,Hyderabad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,10,Dermatologists,400,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,10,Dentist,200,Chennai,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5,0,Ayurveda,100,Ernakulam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,Dentist,200,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Homeopath,250,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,Ayurveda,500,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,Ayurveda,300,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,0,Dentist,600,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18,10,Dentist,500,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,10,ENT Specialist,800,Mumbai,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
12,0,Ayurveda,300,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,General Medicine,300,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,Dermatologists,400,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,8,General Medicine,800,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,10,Dentist,600,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,0,General Medicine,500,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,Homeopath,300,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,Homeopath,500,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,Dermatologists,400,Hyderabad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,0,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,10,Ayurveda,300,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10,Dermatologists,700,Delhi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,9,Dentist,300,Mumbai,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,10,Dentist,100,Bangalore,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28,8,General Medicine,400,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,0,Homeopath,300,Hyderabad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,Homeopath,100,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Dermatologists,400,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,Dentist,500,Delhi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,10,Dentist,300,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,Homeopath,300,Hyderabad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,Homeopath,300,Hyderabad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,9,Ayurveda,400,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9,0,Dermatologists,500,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,0,General Medicine,100,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,0,General Medicine,600,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,Homeopath,50,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,General Medicine,100,Coimbatore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,Homeopath,200,Hyderabad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,Homeopath,100,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,ENT Specialist,300,Chennai,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17,0,ENT Specialist,700,Chennai,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25,0,Homeopath,450,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,Ayurveda,200,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,Ayurveda,100,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,10,Dentist,200,Thiruvananthapuram,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,0,Homeopath,200,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,10,Ayurveda,300,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,Dermatologists,300,Hyderabad,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11,10,Homeopath,300,Chennai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,General Medicine,100,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0,ENT Specialist,200,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17,10,Dentist,300,Bangalore,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15,10,Dermatologists,700,Mumbai,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
35,10,General Medicine,300,Delhi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,0,Dentist,150,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,10,General Medicine,150,Bangalore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,0,General Medicine,200,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,Homeopath,400,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,Dentist,200,Bangalore,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14,0,Dentist,200,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,Dentist,200,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,Dentist,100,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,10,Dentist,100,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,0,Homeopath,800,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,General Medicine,500,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,Ayurveda,70,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,General Medicine,150,Coimbatore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,10,Dermatologists,400,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,0,General Medicine,600,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,9,General Medicine,400,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,Dermatologists,100,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,10,Dentist,200,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0,Ayurveda,200,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,10,ENT Specialist,500,Chennai,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12,0,General Medicine,300,Hyderabad,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
10,0,Ayurveda,100,Hyderabad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,Dermatologists,300,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,10,Dermatologists,400,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,Dentist,100,Bangalore,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11,10,Dermatologists,500,Chennai,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19,0,Homeopath,100,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,Dermatologists,300,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,6,ENT Specialist,550,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12,0,General Medicine,300,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,10,Dentist,500,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,ENT Specialist,500,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,10,Dentist,100,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Homeopath,200,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,9,Dermatologists,350,Bangalore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,0,General Medicine,500,Hyderabad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31,0,Dermatologists,500,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,10,General Medicine,500,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,10,General Medicine,550,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,9,Ayurveda,300,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,General Medicine,100,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,10,Dermatologists,500,Delhi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,Ayurveda,500,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,0,Homeopath,300,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0,Dentist,300,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,10,Ayurveda,800,Delhi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
